countyFIPS,PostalCode,StateFIPS,X2020.06.01,X2020.08.01,X2020.10.01,X2020.12.01,X2021.02.01,X2021.04.01,FIPSnumber,Percent.of.adults.with.less.than.a.high.school.diploma..2015.19,Percent.of.adults.with.a.high.school.diploma.only..2015.19,Percent.of.adults.completing.some.college.or.associate.s.degree..2015.19,Percent.of.adults.with.a.bachelor.s.degree.or.higher..2015.19,StateName,County,Rural_urban_continuum_code_2013,Civilian_labor_force_2019,Unemployment_rate_2019,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural.urban_Continuum_Code_2003,PCTPOVALL_2019,PCTPOV017_2019,PCTPOV517_2019,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,votes_gop,votes_dem,total_votes,white,votingPop,gopPercent,demPercent,black,hispanic,CDPerThou.06.2020,CDPerThou.08.2020,CDPerThou.10.2020,CDPerThou.12.2020,CDPerThou.02.2021,CDPerThou.04.2021,PoliticsGroup
12087,FL,12,4,9,22,28,40,49,12087,8.6,26.7,30.3,34.4,Florida,Monroe County FL,4,46755,2.1,67528,114.1,4,9.9,14.8,15.4,74228,38454,35774,34127,31934,2876,2378,193,195,478,604,28773,26655,25029,23311,9681,9119,9098,8623,25693,21881,48029,0.889974133750067,0.647046936466024,0.534947635803369,0.455578921068521,0.0707819151802554,0.2532736972571,0.053888020692999944,0.12124804655924988,0.2963841138114997,0.37721614485099964,0.5388802069299995,0.6601282534892493,2
12089,FL,12,1,10,46,57,94,122,12089,8.7,31.7,30,29.6,Florida,Nassau County FL,1,41210,2.9,72818,123,1,9,12.6,11.9,88625,43523,45102,39431,40815,2637,2743,220,221,398,493,41464,42997,37702,39049,2059,2105,1729,1766,42566,15564,58811,0.90545557122708,0.663593794076164,0.723776164323001,0.26464436925065,0.0607052186177715,0.046984485190409,0.011283497884344146,0.11283497884344147,0.5190409026798307,0.6431593794076164,1.0606488011283497,1.376586741889986,3
12091,FL,12,6,30,116,160,286,351,12091,7.6,24.7,36.5,31.1,Florida,Okaloosa County FL,3,96940,2.7,63520,107.3,3,10.6,16.4,15.6,210738,106779,103959,86888,83958,11770,10300,795,741,2523,4117,96413,93793,78384,75511,10366,10166,8504,8447,79798,34248,116373,0.810703337793848,0.552216496312957,0.685708884363211,0.294295068443711,0.104727196803614,0.0974290351052017,0.028471372035418385,0.14235686017709193,0.5504465260180889,0.759236587611157,1.3571354003549432,1.6655752640719756,3
12093,FL,12,0,6,28,43,64,85,12093,22.8,39.5,26.3,11.3,Florida,Okeechobee County FL,4,17801,3.5,45225,76.4,4,18.4,27.7,25.7,42168,22637,19531,19155,17505,2570,1209,357,281,195,216,16389,14812,13298,13077,6248,4719,5857,4428,11470,4390,15954,0.869379624359704,0.378343767785999,0.718941958129623,0.275166102544816,0.0896177195977993,0.260078732688294,0,0.14228799089356858,0.6640106241699867,1.0197306014039083,1.5177385695313983,2.015746537658888,3
12095,FL,12,41,232,470,642,958,1189,12095,11.5,24.4,29.6,34.6,Florida,Orange County FL,1,762737,2.9,63133,106.6,1,12.6,17.9,17.2,1393452,683793,709659,470313,477547,152256,164950,4099,3904,36765,42370,459931,478226,274085,274467,223862,231433,196228,203080,245398,395014,647403,0.680224363666635,0.464603732313707,0.37904983449258,0.610151636615833,0.227640421055049,0.326738918886334,0.02942333141005216,0.1664929972471244,0.3372918478713296,0.46072631134764597,0.6875012558739017,0.8532766108915126,1
12097,FL,12,19,79,156,245,381,487,12097,13.3,31.3,33.7,21.8,Florida,Osceola County FL,1,184329,3.3,52270,88.3,1,13.4,19.1,17.9,375751,185592,190159,146885,150356,26376,26465,1596,1496,5023,5870,81634,84320,55786,57318,103958,105839,91099,93038,73480,97297,172436,0.791058440296899,0.458910288994574,0.426129114570043,0.56424992460971,0.140627702920285,0.558340496765145,0.05056540102355017,0.21024561478212966,0.41516855577230666,0.6520275395141996,1.0139693573669797,1.2960710683404701,1
12099,FL,12,337,833,1383,1697,2167,2653,12099,11.5,24,27.8,36.7,Florida,Palm Beach County FL,1,733663,3.3,66621,112.5,1,11.4,16,15,1496770,725445,771325,543499,573822,141632,155159,4971,3792,20669,23405,550686,596500,386107,415244,174759,174825,157392,158578,334711,433572,773158,0.746488104384775,0.516550973095399,0.432914100352063,0.560780590771873,0.198287646064526,0.233558930229761,0.22515149288133782,0.5565317316621792,0.9239896577296445,1.133774728248161,1.4477842287058131,1.772483414285428,1
12101,FL,12,13,96,208,276,556,693,12101,10.5,33.2,32.2,24,Florida,Pasco County FL,1,237941,3.5,55745,94.2,1,11.3,16.3,14.2,553947,269315,284632,235745,248994,18447,18770,1437,1262,6884,8599,223921,238410,195270,207648,45394,46222,40475,41346,179621,119073,301970,0.875063859899954,0.545124353051826,0.594830612312481,0.394320627876941,0.0671851278190874,0.165387663440726,0.02346794909982363,0.17330177796792834,0.3754871855971781,0.498242611657794,1.0037061307309183,1.2510222097059827,3
12103,FL,12,83,437,755,911,1304,1561,12103,8.7,28,31.6,31.7,Florida,Pinellas County FL,1,494185,3,56708,95.8,1,11.4,14.9,14.4,974996,468101,506895,387292,417201,51342,56817,1967,1879,15894,18897,419120,456468,344523,373238,48981,50427,42769,43963,276209,277450,559715,0.825124410766813,0.574069021821628,0.493481503979704,0.495698703804615,0.110932762801078,0.101957341363452,0.0851285543735564,0.44820696700294155,0.7743621512293384,0.9343628076422877,1.3374413843749102,1.6010322093629101,2
12105,FL,12,57,269,531,688,967,1260,12105,15,34.7,30.1,20.2,Florida,Polk County FL,2,305752,3.7,51817,87.5,2,14,21.1,18.1,724777,355420,369357,280480,290372,57089,60509,2624,2331,6365,7475,264733,281642,200203,212446,90687,87715,80277,77926,194586,145049,343256,0.787624331346055,0.473602225236176,0.566883026079661,0.422567995898105,0.162254045037301,0.246147435694013,0.07864487973542207,0.37114864296190414,0.7326391427984056,0.9492574957538663,1.3342034860377743,1.7384657625724877,3
12107,FL,12,6,16,40,58,103,135,12107,18.2,41.2,28.3,12.3,Florida,Putnam County FL,4,26563,4.3,41986,70.9,4,22.4,35,34.6,74521,36909,37612,29879,29933,5814,6432,280,232,243,276,32987,33937,26439,26622,3922,3675,3440,3311,25514,10527,36373,0.802619395874988,0.488090605332725,0.701454375498309,0.289417974871471,0.164329517854028,0.101944418351874,0.08051421746890139,0.21470457991707034,0.5367614497926759,0.7783041021993801,1.3821607332161405,1.811569893050281,3
12109,FL,12,6,28,70,96,167,204,12109,5.2,21.4,28.7,44.7,Florida,St. Johns County FL,1,132464,2.6,90839,153.4,1,6.4,6.8,5.7,264672,128943,135729,114239,120315,7237,7472,459,397,4081,4527,119135,125778,105470,111373,9808,9951,8769,8942,110946,63850,176622,0.886206323298271,0.667324084149438,0.628155042973129,0.361506494094733,0.0555744468625317,0.0746546669084754,0.02266956837141821,0.1057913190666183,0.26447829766654574,0.36271309394269136,0.6309696530044735,0.7707653246282191,3
12111,FL,12,30,125,291,370,488,589,12111,13.7,33.2,31.5,21.6,Florida,St. Lucie County FL,2,145111,3.9,57292,96.8,2,10.5,15.7,15.1,328297,160134,168163,118589,122927,33986,36426,950,884,2678,3849,127350,135637,89387,94055,32784,32526,29202,28872,86831,84137,172169,0.735663134296079,0.524430622271906,0.504335856048418,0.488688439846895,0.214476525828747,0.198935719790312,0.09138067055136051,0.38075279396400213,0.8863925043481969,1.1270282701334462,1.4864589076354642,1.794107165158378,2
12113,FL,12,9,24,77,102,215,278,12113,8.7,26.8,36.8,27.7,Florida,Santa Rosa County FL,2,82903,3,66139,111.7,2,9.8,12.2,11,184313,93940,90373,80717,79475,7620,4371,856,771,1474,2490,88262,85193,75967,75149,5678,5180,4750,4326,77385,27612,106928,0.869130229555159,0.580143560139545,0.723711282358222,0.258229836899596,0.0650578092701003,0.0589106574142898,0.0488299794371531,0.13021327849907494,0.41776760185119877,0.5534064336210686,1.1664939532208798,1.5083038092809515,3
12115,FL,12,77,121,261,391,624,787,12115,6.9,28.9,28.8,35.4,Florida,Sarasota County FL,2,189137,3.1,66258,111.9,2,7.8,12,11.3,433742,206575,227167,188964,207829,9964,10579,702,678,3528,4447,186163,206111,170421,188536,20412,21056,18543,19293,148370,120110,270575,0.914813414426087,0.623815540113708,0.548350734546799,0.443906495426407,0.0473622568254861,0.0956052215372272,0.1775248880670998,0.2789676812482997,0.6017402050066629,0.9014575484965717,1.438643248751562,1.8144426871273707,2
12117,FL,12,12,84,216,276,378,468,12117,5.7,21.1,33.6,39.6,Florida,Seminole County FL,1,255529,2.9,69954,118.2,1,9.3,11.8,10.8,471826,228175,243651,179779,190891,29001,32602,1071,1106,11321,12037,176952,188928,135043,142687,51223,54723,44736,48204,125241,132528,260815,0.785607406120053,0.552777930847389,0.48019093993827,0.508130283917719,0.130562961769805,0.224544641456808,0.02543310457668717,0.1780317320368102,0.45779588238036906,0.5849614052638049,0.8011427941656458,0.9918910784907996,2
12119,FL,12,17,32,70,98,186,258,12119,7.9,30.4,30,31.8,Florida,Sumter County FL,3,32628,4.6,63464,107.2,4,8.9,22.1,22.1,132420,65847,66573,57757,61776,6573,3124,313,206,491,779,61162,63403,53726,58898,4685,3170,4031,2878,62761,29341,92485,0.902680863917837,0.698421688566682,0.678607341731091,0.317251446180462,0.0732291194683583,0.059318834012989,0.12837939888234406,0.24165533907264763,0.5286210542214167,0.7400694759099834,1.4046216583597644,1.9483461712732215,3
12121,FL,12,18,32,71,86,118,135,12121,17.7,38.9,27.9,15.5,Florida,Suwannee County FL,6,18046,3.4,49453,83.5,6,17.1,26.3,23.5,44417,22851,21566,18966,18450,3191,2410,182,147,132,148,20454,19554,16844,16616,2397,2012,2122,1834,16410,4485,21057,0.842380169754824,0.474075241461603,0.779313292491808,0.212993303889443,0.126100366976608,0.0992637953936556,0.4052502420244501,0.7204448747101335,1.5984870657631087,1.9361956007834837,2.6566404754936173,3.0393768151833758,3
12123,FL,12,0,3,13,21,35,45,12123,21.2,43.8,26.6,8.3,Florida,Taylor County FL,6,8229,3.6,42987,72.6,6,19.9,27.1,26.1,21569,11713,9856,8704,7695,2574,1719,121,96,96,101,11056,9597,8123,7477,657,259,581,218,7751,2299,10127,0.760304140201215,0.469516435625203,0.765379678088279,0.227016885553471,0.199035653020539,0.0424683573647364,0,0.1390885066530669,0.6027168621632899,0.9736195465714683,1.6226992442857806,2.0863275997960034,3
12125,FL,12,1,4,16,61,70,71,12125,23.5,37.4,29.9,9.2,Florida,Union County FL,6,4638,3,50893,86,6,19.9,20.2,18.7,15237,9843,5394,6764,4582,2838,605,40,42,51,38,9238,5148,6245,4398,605,246,519,184,5133,1053,6245,0.744634770624139,0.409857583513815,0.821937550040032,0.168614891913531,0.22596311609897,0.0558508892826672,0.06562971713591914,0.26251886854367656,1.0500754741747063,4.003412745291068,4.59408019951434,4.659709916650259,3
12127,FL,12,38,113,252,369,535,717,12127,9.5,31.8,35,23.7,Florida,Volusia County FL,2,254312,3.4,53554,90.5,2,13.1,20,18,553284,269803,283481,226387,236904,30682,33050,1307,1348,5146,5832,228407,241928,190147,200599,41396,41553,36240,36305,173821,130575,307439,0.837347546648737,0.555662191568887,0.565383702132781,0.424718399422324,0.115188583078491,0.149921197793538,0.06868082214558889,0.20423507638030378,0.4554622942286421,0.6669269308347974,0.966953680207633,1.2958986704838744,3
12129,FL,12,1,4,10,14,41,55,12129,12.3,36.2,33.2,18.3,Florida,Wakulla County FL,2,14921,2.9,58640,99.1,2,12,16.6,14.3,33739,18239,15500,14399,13399,3176,1515,146,106,102,127,17474,14941,13769,12936,765,559,630,463,12874,5351,18404,0.823912979045022,0.545481490263493,0.699521843077592,0.290752010432515,0.139037908651709,0.0392424197516228,0.029639289842615373,0.11855715937046149,0.2963928984261537,0.4149500577966152,1.2152108835472302,1.6301609413438454,3
12131,FL,12,9,13,25,37,68,83,12131,10.9,28.5,32.1,28.5,Florida,Walton County FL,3,31577,2.8,62600,105.7,6,10.8,17.6,16.5,74071,37388,36683,33235,33125,2282,1616,315,277,434,600,34749,34528,30968,31258,2639,2155,2267,1867,32947,10338,43711,0.895897179732959,0.590122990104089,0.753746196609549,0.236507972821487,0.0526251839451337,0.0647216859499669,0.12150504245926205,0.1755072835522674,0.3375140068312835,0.49952073011029957,0.9180380985810911,1.1205465026798611,3
12133,FL,12,4,14,23,26,35,50,12133,18.7,40.1,28.6,12.5,Florida,Washington County FL,6,9678,3.4,42518,71.8,6,20.1,29.4,27.2,25473,13794,11679,10688,9734,2489,1364,177,157,67,91,13221,11276,10225,9420,573,403,463,314,9876,2347,12327,0.801711616221097,0.483924154987634,0.801168167437333,0.190395067737487,0.151258194951517,0.0383150787107918,0.15702901110980252,0.5496015388843088,0.9029168138813646,1.0206885722137164,1.3740038472107723,1.9628626388725317,3
13001,GA,13,13,16,29,38,50,63,13001,25.1,38.7,26.4,9.8,Georgia,Appling County GA,7,9306,3.9,43821,70.7,7,20.9,31,29.9,18386,9157,9229,6999,7196,1827,1768,49,56,90,63,8153,8388,6163,6468,1004,841,836,728,6570,1784,8390,0.772054824322854,0.456325465027739,0.783075089392133,0.212634088200238,0.19552920700533,0.100348090938758,0.7070597193516807,0.8702273468943762,1.5772870662460567,2.0667899488741432,2.7194604590449254,3.426520178396606,3
13003,GA,13,2,2,3,9,14,18,13003,32.8,34.7,20.3,12.2,Georgia,Atkinson County GA,9,4695,3,38581,62.3,9,23.2,36.8,36.7,8165,4146,4019,3171,3082,693,725,85,47,52,30,3000,3091,2275,2299,1146,928,896,783,2300,825,3155,0.76582976117575,0.386405388854868,0.729001584786054,0.26148969889065,0.1736680955297,0.254011022657685,0.2449479485609308,0.2449479485609308,0.3674219228413962,1.1022657685241886,1.7146356399265157,2.204531537048377,3
13005,GA,13,3,6,14,20,25,28,13005,17.9,42.4,29.2,10.5,Georgia,Bacon County GA,7,4966,3.5,41807,67.5,7,19.2,31.1,28.5,11164,5455,5709,4400,4609,890,920,27,16,36,49,4942,5264,3952,4240,513,445,448,369,4017,625,4667,0.806968828376926,0.418040128986026,0.860724233983287,0.133919005785301,0.162128269437478,0.0858115370834826,0.2687208885704049,0.5374417771408098,1.254030813328556,1.7914725904693658,2.239340738086707,2.508061626657112,3
13007,GA,13,2,3,4,6,6,9,13007,19.4,37.9,29.8,12.9,Georgia,Baker County GA,3,1163,4.7,39515,63.8,3,24.8,39.8,40,3038,1494,1544,816,791,631,707,8,7,20,15,1383,1462,730,724,111,82,86,67,897,652,1555,0.528966425279789,0.511849901250823,0.576848874598071,0.419292604501608,0.440421329822251,0.0635286372613562,0.6583278472679395,0.9874917709019092,1.316655694535879,1.9749835418038184,1.9749835418038184,2.9624753127057275,3
13009,GA,13,26,38,57,69,91,109,13009,14.2,35,27.5,23.3,Georgia,Baldwin County GA,4,17409,4.2,44429,71.7,4,22.9,29.4,27.2,44890,22737,22153,12330,11925,9627,9434,96,56,375,407,22182,21657,11942,11560,555,496,388,365,8903,9140,18251,0.540320784139006,0.406571619514368,0.487808887184264,0.500794477014958,0.424615727333482,0.0234127868122076,0.5791935843172199,0.8465137001559367,1.2697705502339052,1.537090666072622,2.0271775451102694,2.428157718868345,2
13011,GA,13,0,3,8,12,28,34,13011,24.1,38,24.5,13.4,Georgia,Banks County GA,8,9616,2.7,53481,86.3,8,12.8,19.1,18.6,19234,9775,9459,9139,8897,296,253,69,48,97,105,9019,8821,8476,8321,756,638,663,576,7795,932,8801,0.937714463970053,0.4575751273786,0.885694807408249,0.105897057152596,0.0285432047416034,0.0724758240615577,0,0.15597379640220443,0.4159301237392118,0.6238951856088177,1.4557554330872413,1.7677030258916502,3
13013,GA,13,17,32,48,57,94,126,13013,15.5,34.1,31.4,19,Georgia,Barrow County GA,1,40385,2.8,68924,111.3,1,9.7,13.5,13.5,83240,40830,42410,32723,33831,5128,5597,257,209,1672,1660,35649,37454,28229,29508,5181,4956,4494,4323,26804,10453,37921,0.799543488707352,0.455562229697261,0.706837899844413,0.275652013396271,0.128844305622297,0.121780394041326,0.20422873618452667,0.38443056222969724,0.5766458433445459,0.6847669389716482,1.1292647765497357,1.513695338779433,3
13015,GA,13,38,59,87,101,155,201,13015,16.4,33.4,31.6,18.6,Georgia,Bartow County GA,1,50539,3.3,60254,97.3,1,12.5,16.1,14.9,107738,53164,54574,45238,46193,5939,6285,314,311,503,612,47988,49883,40769,42120,5176,4691,4469,4073,37672,12091,50464,0.848642076147692,0.468395552172864,0.746512365250476,0.239596544071021,0.113460431788227,0.0915832853774898,0.35270749410607216,0.5476247934804804,0.8075145259796914,0.937459392229297,1.438675304906347,1.865637008297908,3
13017,GA,13,1,3,25,35,50,58,13017,16.5,45.3,27,11.2,Georgia,Ben Hill County GA,7,5348,5.5,35931,58,7,22.8,32,29.1,16700,7886,8814,4851,5170,2803,3378,58,55,78,64,7354,8298,4417,4733,532,516,434,437,4111,2393,6564,0.600059880239521,0.393053892215569,0.62629494210847,0.364564290067032,0.370119760479042,0.0627544910179641,0.059880239520958084,0.17964071856287425,1.4970059880239521,2.095808383233533,2.9940119760479043,3.4730538922155687,3
13019,GA,13,0,0,12,17,24,29,13019,21,42.4,25.2,11.4,Georgia,Berrien County GA,6,7474,4,42058,67.9,6,20.1,28.6,27.4,19397,9568,9829,8251,8390,1026,1138,37,42,108,132,8982,9352,7723,7968,586,477,528,422,6419,1269,7743,0.857916172604011,0.399185441047585,0.829006844892161,0.163889965129795,0.111563643862453,0.054802289013765,0,0,0.6186523689230293,0.8764241893076249,1.2373047378460587,1.4950765582306542,3
13021,GA,13,28,61,173,218,297,387,13021,14,30.5,30.1,25.4,Georgia,Bibb County GA,3,67896,3.9,43066,69.5,3,23.2,36.4,35.5,153159,71659,81500,29674,31553,38873,46593,218,218,1587,1801,68855,78957,27607,29735,2804,2543,2067,1818,26559,43408,70714,0.399761032652342,0.461703197330878,0.375583335690245,0.613852985264587,0.558021402594689,0.0349114319106288,0.18281655012111597,0.3982789127638598,1.1295451132483236,1.4233574259429742,1.9391612637846944,2.5267858891739956,1
13023,GA,13,0,3,21,30,32,33,13023,11.4,40.9,28.9,18.7,Georgia,Bleckley County GA,6,4531,5,48115,77.7,6,18.5,25.5,24.4,12873,6145,6728,4401,4657,1557,1906,18,10,83,62,5905,6554,4201,4523,240,174,200,134,4329,1312,5708,0.703643284393692,0.443408684844248,0.758409250175193,0.229852838121934,0.269012662161112,0.0321603355861105,0,0.23304591004427871,1.6313213703099512,2.3304591004427873,2.4858230404723063,2.563505010487066,3
13025,GA,13,2,4,10,18,22,30,13025,21.1,44.6,25.4,8.9,Georgia,Brantley County GA,3,7258,4.1,44680,72.1,3,16.1,26.9,26.5,19109,9495,9614,8853,8995,405,353,42,55,32,29,9235,9441,8680,8854,260,173,173,141,6993,700,7749,0.934010152284264,0.405515725574337,0.902439024390244,0.0903342366757001,0.0396671725365011,0.0226594798262599,0.10466272437071537,0.20932544874143075,0.5233136218535769,0.9419645193364383,1.151289968077869,1.5699408655607305,3
13027,GA,13,8,15,26,26,33,37,13027,14.9,35,32.4,17.8,Georgia,Brooks County GA,3,6901,3.4,39554,63.8,3,21.9,35.3,34.8,15457,7517,7940,4751,4742,2521,2925,31,37,76,88,7034,7466,4348,4348,483,474,403,394,4261,2791,7101,0.614155398848418,0.459403506501909,0.600056330094353,0.393043233347416,0.352332276638416,0.0619136960600375,0.5175648573461862,0.9704341075240991,1.682085786375105,1.682085786375105,2.134955036553018,2.393737465226111,3
13029,GA,13,5,7,11,16,23,33,13029,8.4,24.3,34.2,33.1,Georgia,Bryan County GA,2,18286,3,79296,128,2,7.8,10.4,10,39627,19511,20116,15410,15619,2891,3125,118,126,403,493,17991,18622,14189,14434,1520,1494,1221,1185,14240,6738,21335,0.783026724203195,0.538395538395538,0.667447855636278,0.315819076634638,0.151815681227446,0.0760592525298408,0.12617659676483206,0.17664723547076489,0.27758851288263053,0.4037651096474626,0.5804123451182275,0.8327655386478916,3
13031,GA,13,2,12,28,35,46,62,13031,12.7,27.2,33.2,27,Georgia,Bulloch County GA,4,36540,3.7,48788,78.8,4,21.9,21.4,21.5,79608,39042,40566,26591,26402,11031,12526,201,159,490,579,37235,38997,25231,25155,1807,1569,1360,1247,18387,11248,30090,0.665674304090041,0.377977087729876,0.611066799601196,0.373811897640412,0.295912471108431,0.0424077982112351,0.02512310320570797,0.1507386192342478,0.3517234448799116,0.4396543060998895,0.5778313737312832,0.778816199376947,3
13033,GA,13,6,7,10,12,24,35,13033,19.9,38.3,28.5,13.2,Georgia,Burke County GA,2,9154,5.1,42632,68.8,2,23.6,36.3,37.1,22383,10648,11735,5561,5706,4799,5703,59,44,57,68,10222,11382,5252,5442,426,353,309,264,5400,5208,10683,0.503373095652951,0.477281865701649,0.50547598989048,0.48750351024993,0.469195371487289,0.0348031988562749,0.2680605816914623,0.312737345306706,0.44676763615243714,0.5361211633829246,1.0722423267658492,1.56368672653353,2
13035,GA,13,23,37,42,45,59,73,13035,19.4,44.7,23.7,12.2,Georgia,Butts County GA,1,10737,3.4,47410,76.5,1,14.7,21,20,24936,13182,11754,8641,8435,4202,2997,56,35,81,99,12673,11377,8231,8155,509,377,410,280,8406,3274,11771,0.684793070259865,0.472048444016683,0.71412794155127,0.278141194460963,0.288699069618223,0.0355309592556946,0.9223612447866538,1.4837985242220084,1.6843118383060636,1.8046198267564966,2.366057106191851,2.9274943856272055,3
13037,GA,13,5,6,8,11,12,15,13037,27.1,36.7,27.1,9.1,Georgia,Calhoun County GA,8,2233,3.6,34960,56.4,8,35.9,39,36.1,6189,3747,2442,1364,871,2266,1500,14,21,27,26,3514,2361,1208,818,233,81,156,53,923,1263,2198,0.361124575860397,0.35514622717725,0.41992720655141,0.574613284804368,0.608498949749556,0.0507351753110357,0.8078849571820973,0.9694619486185168,1.2926159314913557,1.777346905800614,1.9389238972370335,2.423654871546292,1
13039,GA,13,1,4,13,18,22,28,13039,8.7,32.2,35.3,23.9,Georgia,Camden County GA,4,20869,3.6,58552,94.5,4,13.8,20.3,19.3,54666,28098,26568,21476,19543,5108,5384,189,188,375,459,25938,24825,19728,18168,2160,1743,1748,1375,15249,7967,23686,0.750356711667215,0.433285771777705,0.643798024149287,0.336359030651017,0.191929169867925,0.0713972121611239,0.018292906011048916,0.07317162404419567,0.2378077781436359,0.3292723081988805,0.4024439322430761,0.5122013683093696,3
13043,GA,13,0,4,19,27,30,36,13043,22.7,37.3,27,13,Georgia,Candler County GA,7,5548,3,41665,67.3,7,23.1,34.3,33.6,10803,5277,5526,3876,3908,1258,1433,9,25,57,66,4560,4912,3227,3389,717,614,649,519,3133,1269,4431,0.720540590576692,0.41016384337684,0.707063868201309,0.286391333784699,0.249097472924188,0.123206516708322,0,0.3702675182819587,1.758770711839304,2.4993057484032213,2.77700638711469,3.3324076645376284,3
13045,GA,13,24,47,68,83,110,129,13045,15.4,33.4,30.2,21.1,Georgia,Carroll County GA,1,55210,3.4,59193,95.5,1,14.9,21.8,18.2,119992,58441,61551,45129,46583,11019,12591,356,297,553,653,53815,57548,41246,43224,4626,4003,3883,3359,37476,16236,54472,0.764317621174745,0.453963597573172,0.687986488471141,0.298061389337641,0.196763117541169,0.0719131275418361,0.20001333422228149,0.39169277951863457,0.5667044469631308,0.6917127808520568,0.9167277818521234,1.075071671444763,3
13047,GA,13,0,9,18,29,50,62,13047,12.5,32.9,33.2,21.4,Georgia,Catoosa County GA,2,33517,3,60753,98.1,2,10,15.2,13.4,67580,32786,34794,30454,32495,1003,970,153,144,423,528,31703,33729,29543,31591,1083,1065,911,904,25167,6932,32593,0.931473808819177,0.482287659070731,0.772159666185991,0.21268370509005,0.0291950281148269,0.0317845516424978,0,0.1331754957087896,0.2663509914175792,0.429121041728322,0.7398638650488311,0.9174311926605505,3
13049,GA,13,1,3,7,11,15,23,13049,25.9,40.1,25.2,8.8,Georgia,Charlton County GA,6,4785,3.8,42891,69.2,6,25.9,38.2,41.2,13392,7822,5570,4780,3850,2769,1269,50,299,65,45,7236,5434,4315,3748,586,136,465,102,3419,1105,4568,0.644414575866189,0.341099163679809,0.748467600700525,0.241900175131349,0.301523297491039,0.0539127837514934,0.07467144563918758,0.22401433691756273,0.522700119474313,0.8213859020310633,1.1200716845878136,1.7174432497013141,3
13051,GA,13,25,67,166,203,288,394,13051,10.1,24.2,32.1,33.6,Georgia,Chatham County GA,2,139657,3.3,57122,92.2,2,14.8,21.6,21.6,289430,139068,150362,75276,78247,55780,63374,571,494,4072,4460,129071,141022,67459,70963,9997,9340,7817,7284,53232,78247,133408,0.530432228863629,0.460933559064368,0.39901655073159,0.586524046533941,0.411685036105449,0.0668106277856477,0.08637667138859137,0.23148947932142486,0.5735410980202467,0.7013785716753619,0.9950592543965726,1.3612963410842,1
13053,GA,13,0,1,1,1,1,12,13053,5.7,28.3,36.5,29.5,Georgia,Chattahoochee County GA,2,1997,4.6,46106,74.4,2,18.5,23.5,23.9,10907,6982,3925,5051,2618,1242,878,87,68,210,110,5763,3301,4088,2126,1219,624,963,492,880,667,1582,0.703126432566242,0.145044466856147,0.556257901390645,0.421618204804045,0.194370587695975,0.168974053360227,0,0.09168423947923351,0.09168423947923351,0.09168423947923351,0.09168423947923351,1.1002108737508023,3
13055,GA,13,2,2,22,31,53,61,13055,26.2,40.1,24.8,8.9,Georgia,Chattooga County GA,6,10307,5,41561,67.1,6,17.4,22.8,22.1,24789,12632,12157,10635,10879,1545,881,73,42,69,72,11851,11578,10035,10410,781,579,600,469,8064,1854,10050,0.867884948969301,0.405421759651458,0.802388059701493,0.184477611940299,0.0978659889467102,0.0548630440921376,0.08068094719432006,0.08068094719432006,0.8874904191375207,1.250554681511961,2.1380451006494816,2.460768889426762,3
13057,GA,13,33,56,93,113,201,288,13057,7.9,22.4,31.5,38.2,Georgia,Cherokee County GA,1,135814,2.7,88635,143.1,1,6.5,8.3,7.5,258773,127384,131389,111681,114522,9664,10250,688,671,2375,3002,112457,117709,98672,102698,14927,13680,13009,11824,99585,42779,144815,0.874136791705472,0.559621753428681,0.687670476124711,0.295404481579947,0.076955478353615,0.110548627561608,0.12752489633771685,0.21640588469430735,0.35938834422447474,0.43667616018672734,0.7767425504206389,1.1129445498564379,3
13059,GA,13,13,17,44,54,90,128,13059,12,19.9,24.1,44,Georgia,Clarke County GA,3,59096,3.6,41036,66.2,3,25.7,27.3,26.5,128331,60822,67509,40459,42696,16197,20144,260,229,2428,2875,53691,60523,34280,36505,7131,6986,6179,6191,14450,36055,51346,0.647972820285044,0.40010597595281,0.281424064191953,0.702196860514938,0.283181772136117,0.110004597486188,0.10130054312675815,0.1324699410119145,0.3428633767367199,0.4207868714496108,0.701311452416018,0.9974207323250033,1
13061,GA,13,2,2,2,3,3,3,13061,20,36.3,31.2,12.5,Georgia,Clay County GA,9,880,6.9,24732,39.9,9,28.8,41.9,41,2834,1325,1509,494,576,803,908,6,5,11,6,1302,1485,475,553,23,24,19,23,637,791,1435,0.377558221594919,0.506351446718419,0.44390243902439,0.551219512195122,0.603740296400847,0.0165843330980946,0.7057163020465773,0.7057163020465773,0.7057163020465773,1.058574453069866,1.058574453069866,1.058574453069866,1
13063,GA,13,50,100,161,195,294,414,13063,15.2,33.6,31.7,19.5,Georgia,Clayton County GA,1,137796,4.2,50737,81.9,1,16,24.4,25,292256,136504,155752,28181,27674,97057,115562,858,885,7063,7624,116267,136795,12763,13821,20237,18957,15418,13853,15811,95466,112330,0.191116692215044,0.384354812219424,0.140754918543577,0.849870916050921,0.72750944377532,0.134108452863243,0.17108288623672396,0.3421657724734479,0.5508868936822512,0.6672232563232234,1.005967371071937,1.4165662980400744,1
